ID,Nama Pekerjaan,Bidang Pekerjaan,Deskripsi Diri
155,Pengajar Keyboard,Pendidikan,"Mengajar teknik dasar bermain keyboard, termasuk keterampilan dalam memainkan melodi, chord, teknik tangan, dan penggunaan berbagai suara atau setting yang tersedia pada keyboard."
156,Pengajar Keyboard,Pendidikan,"Memberikan pemahaman tentang teori musik yang mendasar, membantu dalam memahami notasi musik, ritme, serta membangun kemampuan auditif dalam bermain keyboard."
157,Pengajar Vokal,Pendidikan,"Mengajar teknik-teknik vokal dasar seperti pemanasan vokal, postur tubuh yang benar, kontrol napas, dan pengaturan nada."
158,Pengajar Vokal,Pendidikan,"Mengembangkan keterampilan interpretasi, emosi, dan ekspresi dalam menyanyikan lagu-lagu dengan berbagai gaya dan genre musik yang diinginkan oleh murid."
159,Pengajar Vokal,Pendidikan,"Memberikan umpan balik konstruktif tentang perbaikan yang diperlukan, membantu murid untuk mengatasi kendala dalam teknik vokal, serta merencanakan program pembelajaran yang sesuai dengan tujuan vokal mereka."
160,Pengajar Gitar,Pendidikan,"Mengajarkan teknik-teknik dasar bermain gitar, termasuk memegang senar, membaca chord, picking, strumming, dan penggunaan berbagai teknik bermain."
161,Pengajar Gitar,Pendidikan,"Menyesuaikan pembelajaran dengan tingkat kemampuan dan minat murid, memilih repertoar yang menarik dan sesuai untuk dikembangkan, serta membimbing dalam memainkan lagu-lagu yang diinginkan oleh murid."
162,Pengajar Gitar,Pendidikan,"Memberikan pemahaman dasar tentang teori musik, membantu dalam memahami struktur lagu, ritme, not balok sederhana, serta memberikan keterampilan auditif dalam bermain gitar."
163,Pengajar Drum,Pendidikan,"Mengajarkan teknik-teknik dasar memainkan drum, termasuk koordinasi tangan dan kaki, ritme, dan pola dasar pada set drum."
164,Pengajar Drum,Pendidikan,"Membimbing murid dalam memahami notasi drum, membaca not balok sederhana, dan memahami dasar-dasar teori musik yang berkaitan dengan instrumen drum."
165,Pengajar Drum,Pendidikan,"Merencanakan pembelajaran yang sesuai dengan kebutuhan dan kemampuan murid, memilih repertoar yang sesuai dengan minat mereka, serta memberikan bimbingan dalam memainkan lagu-lagu dengan gaya dan teknik berbeda."
166,Pengajar Renang,Pendidikan,"Memberikan instruksi tentang teknik-teknik dasar berenang seperti gerakan kaki, tangan, pernapasan, dan koordinasi tubuh dalam air."
167,Pengajar Renang,Pendidikan,"Membantu murid dalam meningkatkan kemampuan berenang, baik untuk pemula maupun yang sudah memiliki pengetahuan dasar, dengan menyesuaikan pembelajaran sesuai dengan tingkat kemampuan individu."
168,Pengajar Renang,Pendidikan,"Mengawasi dan memberikan umpan balik kepada murid tentang teknik yang perlu diperbaiki, memberikan bimbingan dalam pengembangan kemampuan berenang, dan memberikan nasihat tentang keselamatan di air."
169,Guru Private Mengaji,Pendidikan,"Mengajarkan tajwid (pengetahuan tentang cara membaca Al-Qur'an dengan benar), hafalan surat-surat pendek atau panjang, serta memperbaiki pelafalan dan pengucapan."
170,Guru Private Mengaji,Pendidikan,"Memberikan pemahaman akan makna dan tafsir dari ayat-ayat Al-Qur'an yang diajarkan, serta memberikan pemahaman tentang ajaran-ajaran agama Islam."
171,Guru Private Mengaji,Pendidikan,"Menyesuaikan metode pengajaran dengan kebutuhan dan kemampuan murid, serta memberikan motivasi dan dukungan agar mereka dapat meningkatkan pemahaman dan keterampilan mereka dalam mengaji."
172,Driver Truk Harian,Logistik,"Mengoperasikan truk secara aman dan bertanggung jawab sesuai dengan peraturan lalu lintas yang berlaku, serta memastikan barang yang diangkut tiba dengan selamat dan tepat waktu."
173,Driver Truk Harian,Logistik,"Memastikan truk dalam kondisi yang baik dengan melakukan pemeriksaan rutin sebelum dan setelah perjalanan, serta melaporkan masalah teknis yang terjadi."
174,Driver Truk Harian,Logistik,"Merencanakan rute perjalanan yang efisien, berkoordinasi dengan tim logistik untuk pengiriman barang, dan memastikan kelancaran proses pengiriman sesuai dengan jadwal yang ditentukan."
175,Kenek Driver Harian,Logistik,"Membantu dalam proses pengangkutan barang, seperti memuat dan membongkar muatan, memastikan keamanan barang, dan menjaga agar muatan tetap stabil selama perjalanan."
176,Kenek Driver Harian,Logistik,"Mendukung supir dalam melakukan pemeriksaan terhadap kendaraan sebelum dan sesudah perjalanan, serta membantu dalam memastikan kondisi kendaraan dalam keadaan baik."
177,Kenek Driver Harian,Logistik,"Melakukan tugas-tugas tambahan sesuai kebutuhan, seperti membantu navigasi, mendukung dalam komunikasi dengan pihak-pihak terkait, dan memberikan bantuan umum kepada supir selama perjalanan."
178,Penjaga Stand Harian,Pelayanan,"Memastikan keamanan dan kebersihan stand atau area penjualan, serta menjaga agar produk tetap teratur dan menarik bagi pelanggan."
179,Penjaga Stand Harian,Pelayanan,"Memberikan informasi kepada pelanggan tentang produk atau layanan yang ditawarkan, memberikan bantuan dalam menjawab pertanyaan, dan membantu dalam proses penjualan jika diperlukan."
180,Penjaga Stand Harian,Pelayanan,"Melakukan tugas-tugas administratif seperti pencatatan penjualan harian, mempersiapkan stok, serta melaporkan kondisi stand kepada manajemen jika ada masalah atau kebutuhan tambahan."
181,Tenaga Bongkat Muat,Logistik,"Mengangkat, memindahkan, dan menata barang secara aman dan efisien ke dalam kendaraan atau gudang dengan memperhatikan petunjuk penataan yang tepat."
182,Tenaga Bongkat Muat,Logistik,Menurunkan barang dari kendaraan atau mengeluarkannya dari gudang dengan hati-hati untuk mencegah kerusakan barang.
183,Tenaga Bongkat Muat,Logistik,Memastikan keselamatan diri sendiri dan barang yang diangkut dengan mengikuti prosedur keselamatan yang telah ditetapkan.
184,Buruh Panen Pertanian,Pertanian,"Memetik hasil pertanian seperti padi, jagung, atau sayur-sayuran sesuai dengan standar kualitas yang ditetapkan."
185,Buruh Panen Pertanian,Pertanian,"Memilah hasil panen yang telah dipetik, memilih yang layak untuk dijual atau dikirim ke pasar, dan melakukan pengemasan yang sesuai untuk pengiriman."
186,Buruh Tanam Pertanian,Pertanian,"Mempersiapkan lahan untuk penanaman, termasuk membersihkan, membajak, dan meratakan tanah sesuai dengan kebutuhan tanaman."
187,Buruh Tanam Pertanian,Pertanian,"Melakukan penanaman bibit atau benih tanaman dengan cara yang sesuai dan tepat, memastikan jarak tanam yang optimal, serta melakukan tindakan awal perawatan."
188,Buruh Rawat Tanaman Pertanian,Pertanian,Melakukan kegiatan seperti penyiraman dan pemangkasan tanaman secara teratur.
189,Buruh Rawat Tanaman Pertanian,Pertanian,Membersihkan gulma dan mengatur lahan pertanian agar tanaman dapat tumbuh dengan baik tanpa terganggu oleh tanaman liar.
190,Buruh Angkut Pertanian,Pertanian,"Memuat hasil pertanian yang telah dipanen ke dalam truk, trailer, atau kendaraan lain dengan hati-hati untuk transportasi."
191,Buruh Angkut Pertanian,Pertanian,"Mengantar hasil pertanian ke tempat tujuan dengan tepat waktu, memastikan hasil panen dikirim ke tempat yang dituju dan diklasifikasikan sesuai dengan standar yang ditetapkan."
192,Buruh Tukang Pertanian,Pertanian,"Pembangunan gudang penyimpanan untuk menyimpan hasil pertanian, seperti buah-buahan, sayuran, atau bahan pangan lainnya, yang memerlukan konstruksi bangunan yang tepat."
193,Buruh Tukang Pertanian,Pertanian,"Konstruksi saluran irigasi yang efisien untuk mengalirkan air ke lahan pertanian, memastikan pasokan air yang konsisten untuk tanaman."
194,Buruh Pemupukan Pertanian,Pertanian,Melakukan penyebaran pupuk secara merata ke lahan pertanian menggunakan alat atau peralatan yang sesuai.
195,Buruh Pemupukan Pertanian,Pertanian,"Mencatat jumlah dan jenis pupuk yang diberikan ke lahan, serta memberikan laporan kepada manajemen atau petani tentang proses pemupukan yang dilakukan."
196,Buruh Pengendalian Hama Pertanian,Pertanian,"Melaksanakan pengendalian hama dengan menggunakan metode yang telah dipilih, baik itu dengan cara penyemprotan, pemangkasan, atau penerapan teknik lainnya yang disesuaikan dengan jenis hama yang ada."
197,Buruh Pengendalian Hama Pertanian,Pertanian,"Memantau populasi hama secara teratur dan memilih metode pengendalian yang sesuai, seperti penggunaan insektisida, pestisida, atau teknik organik lainnya."
198,Buruh Nelayan,Perikanan,"Melakukan kegiatan menangkap ikan menggunakan peralatan nelayan seperti jaring, pancing, atau peralatan lainnya yang sesuai."
199,Buruh Nelayan,Perikanan,"Memilah hasil tangkapan berdasarkan jenis ikan atau spesiesnya, mempersiapkan dan menyimpan ikan dengan baik untuk pengiriman atau penjualan."
200,Buruh Nelayan,Perikanan,"Mempersiapkan peralatan seperti jaring, pancing, atau peralatan lainnya yang dibutuhkan untuk menangkap ikan atau hasil laut."
201,Buruh Tambak,Perikanan,"Merawat kebersihan tambak, termasuk pemeliharaan saluran air, penataan tambak, dan perawatan dasar tambak."
202,Buruh Tambak,Perikanan,Memberikan pakan kepada ikan atau udang yang dibudidayakan di tambak secara teratur sesuai dengan kebutuhan mereka.
203,Buruh Tambak,Perikanan,"Melakukan proses pemanenan organisme budidaya seperti udang, ikan, atau kerang sesuai dengan siklus pertumbuhan yang ditetapkan."
204,Buruh pengolahan ikan,Perikanan,"Membersihkan ikan dari kotoran, sisik, dan bagian yang tidak diinginkan, serta memisahkan ikan berdasarkan ukuran, jenis, atau kualitasnya."
205,Buruh pengolahan ikan,Perikanan,"Menyimpan ikan dalam kondisi yang tepat untuk mencegah pembusukan dengan menggunakan teknik seperti pendinginan, pembekuan, pengawetan, atau pengalengan."
206,Buruh pengolahan ikan,Perikanan,"Mempersiapkan ikan yang telah diolah untuk dikemas sesuai dengan standar yang ditetapkan, siap untuk dikirim ke pasar lokal atau dijual kepada pedagang ikan."
207,Buruh Pengepakan Ikan,Perikanan,"Mengemas ikan sesuai dengan pedoman dan standar keamanan pangan menggunakan material pengemas yang sesuai, seperti plastik atau bahan lain yang aman untuk makanan."
208,Buruh Pengepakan Ikan,Perikanan,"Melakukan penambahan label pada kemasan ikan yang memuat informasi penting seperti tanggal kadaluarsa, jenis ikan, berat bersih, dan informasi lain yang diperlukan."
209,Buruh Pengepakan Ikan,Perikanan,"Memisahkan ikan yang telah diolah sesuai dengan jenis, ukuran, atau kriteria lainnya yang diperlukan."
210,Buruh Tukang Perikanan,Perikanan,"Membantu dalam operasi perahu, seperti pelayaran, pengoperasian mesin, pemeliharaan, atau perbaikan kecil yang diperlukan."
211,Buruh Tukang Perikanan,Perikanan,"Merawat dan memelihara fasilitas tambak atau keramba, termasuk perbaikan tanggul, saluran air, atau infrastruktur lainnya yang digunakan dalam budidaya perikanan."
212,Buruh Tukang Perikanan,Perikanan,"Merawat peralatan navigasi, mesin, atau perlengkapan keselamatan di kapal agar selalu siap digunakan."
213,Buruh Panen Perkebunan,Perkebunan,"Melakukan pemetikan buah, sayuran, atau hasil tanaman lainnya sesuai dengan metode yang telah ditetapkan agar hasilnya tetap terjaga kualitasnya."
214,Buruh Panen Perkebunan,Perkebunan,"Mengumpulkan hasil panen dan memilahnya berdasarkan kualitas, ukuran, atau jenis tertentu sesuai dengan standar yang berlaku."
215,Buruh Tanam Perkebunan,Perkebunan,"Memastikan lahan siap untuk penanaman dengan membersihkan, membajak, dan mempersiapkan area yang akan ditanami."
216,Buruh Tanam Perkebunan,Perkebunan,Melakukan penanaman bibit atau benih dengan teknik yang sesuai agar tanaman dapat tumbuh dengan baik.
217,Buruh Rawat Tanaman Perkebunan,Perkebunan,"Memantau tanaman untuk mendeteksi kehadiran hama atau penyakit, kemudian mengambil langkah-langkah untuk mengendalikan atau memerangi agar tidak merusak tanaman."
218,Buruh Rawat Tanaman Perkebunan,Perkebunan,"Melakukan pemangkasan jika diperlukan, serta memberikan perlindungan atau dukungan fisik agar tanaman dapat tumbuh dengan baik."
219,Buruh Angkut Perkebunan,Perkebunan,"Membantu dalam proses pemetikan hasil panen dari tanaman atau pohon di perkebunan, kemudian memuatnya ke dalam truk atau kendaraan pengangkut lainnya."
220,Buruh Angkut Perkebunan,Perkebunan,"Mengantar hasil panen perkebunan ke tempat tujuan, seperti pabrik pengolahan, pasar, atau lokasi distribusi, sesuai dengan instruksi yang diberikan."
221,Buruh Tukang Perkebunan,Perkebunan,"Membangun saluran irigasi yang efisien untuk mengalirkan air ke area tanam secara teratur, memastikan pasokan air yang konsisten untuk tanaman."
222,Buruh Tukang Perkebunan,Perkebunan,"Pembangunan shelter atau gudang penyimpanan untuk melindungi peralatan, hasil panen, atau bibit tanaman dari cuaca atau kerusakan lainnya."
223,Buruh Pemupukan Perkebunan,Perkebunan,Melakukan aplikasi pupuk secara merata dan proporsional ke lahan perkebunan agar tanaman mendapatkan nutrisi yang diperlukan untuk pertumbuhan yang optimal.
224,Buruh Pemupukan Perkebunan,Perkebunan,"Memantau reaksi tanaman terhadap pemupukan, memastikan tidak terjadi overdosis atau kekurangan nutrisi, dan mencatat jenis pupuk, dosis, serta lokasi penerapan."
225,Buruh Pengendalian Hama Perkebunan,Perkebunan,"Mengidentifikasi jenis hama yang mengancam tanaman, memahami siklus hidup, dan kebiasaan hama tersebut."
226,Buruh Pengendalian Hama Perkebunan,Perkebunan,"Melakukan pemantauan terhadap populasi hama, menganalisis tingkat serangan, dan menerapkan metode pengendalian yang tepat seperti penggunaan insektisida, pestisida, atau metode organik lainnya."
227,Petugas Cuci Laundry,Pelayanan,"Memisahkan jenis pakaian dan linen, mengidentifikasi instruksi pencucian, menggunakan deterjen yang sesuai, dan menjalankan mesin cuci."
228,Petugas Cuci Laundry,Pelayanan,"Merawat mesin cuci, pengering, dan peralatan lainnya untuk memastikan bahwa mereka berfungsi dengan baik dan efisien."
229,Pengering Pakaian/Tekstil Laundry,Pelayanan,Menerima pakaian dari mesin cuci dan melakukan pengecekan kembali untuk memastikan kebersihan dan kelengkapan sebelum dimasukkan ke dalam pengering.
230,Pengering Pakaian/Tekstil Laundry,Pelayanan,Menjemur dan menggunakan setrika untuk mengeringkan pakaian dan tekstil setelah proses pencucian.
231,Petugas Pelipatan Laundry,Pelayanan,Melipat pakaian dan tekstil dengan rapi dan seragam agar siap untuk penyimpanan atau pengiriman kembali kepada pelanggan.
232,Petugas Pelipatan Laundry,Pelayanan,"Memastikan pakaian dan tekstil telah dilipat dengan baik, tanpa kerutan berlebih, dan dalam kondisi yang baik sebelum proses distribusi."
233,Pemaket Laundry (Packer),Pelayanan,"Mengumpulkan pakaian yang telah dicuci, dilipat, dan dihamparkan, serta menyusunnya sesuai dengan pesanan atau jenis pakaian."
234,Pemaket Laundry (Packer),Pelayanan,"Menyusun pakaian dalam kemasan atau wadah yang sesuai, menerapkan label atau tanda pengenal sesuai dengan instruksi atau permintaan pelanggan."
235,Pekerja Dock,Logistik,"Memuat dan membongkar muatan dari kapal atau kendaraan ke area gudang atau dari gudang ke kapal/kendaraan dengan menggunakan peralatan bantu seperti forklift, crane, atau alat lainnya."
236,Pekerja Dock,Logistik,Menata muatan dengan rapi dan aman di area yang telah ditentukan untuk pengangkutan atau penyimpanan.
237,Pekerja Dock,Logistik,Memeriksa muatan untuk memastikan keberadaan dan kondisi yang sesuai dengan dokumen yang terkait serta melaporkan kerusakan atau ketidaksesuaian jika ada.
238,Pemuat Kapal,Logistik,"Mengatur muatan dengan hati-hati dalam kapal agar terdistribusi secara merata, mempertimbangkan jenis muatan, berat, dan peraturan keselamatan pemuatan."
239,Pemuat Kapal,Logistik,Memastikan bahwa beban muatan berada dalam kapasitas yang aman dan sesuai dengan standar yang ditetapkan untuk mencegah potensi ketidakseimbangan atau risiko kecelakaan.
